"Timestamp (America/Chicago)","RA3E-F52ABC Red [Temperature](1)Temperature(F°)"
06/10/2024 12:05:56,60.91
06/10/2024 11:53:28,60.91
06/10/2024 11:52:27,60.57
06/10/2024 11:12:17,59.56
06/10/2024 10:12:14,59.00
06/10/2024 09:12:10,59.67
06/10/2024 08:12:06,59.32
06/10/2024 07:12:03,59.11
06/10/2024 06:11:59,59.11
06/10/2024 05:11:56,59.00
06/10/2024 04:11:52,58.77
06/10/2024 03:11:48,59.11
06/10/2024 02:11:45,58.77
06/10/2024 01:11:41,59.00
06/10/2024 00:11:38,59.00
06/09/2024 23:11:34,59.11
06/09/2024 22:11:31,59.22
06/09/2024 21:11:27,59.11
06/09/2024 20:11:23,59.00
06/09/2024 19:11:20,58.66
06/09/2024 18:26:02,58.10
06/09/2024 18:09:42,57.97
06/09/2024 17:09:39,57.87
06/09/2024 16:09:36,54.82
06/09/2024 15:35:53,58.55
06/09/2024 14:35:50,57.97
06/09/2024 13:35:46,58.10
06/09/2024 12:35:42,58.42
06/09/2024 11:35:39,58.66
06/09/2024 10:35:35,59.11
06/09/2024 09:35:32,59.11
06/09/2024 08:36:04,59.56
06/09/2024 07:36:01,59.77
06/09/2024 06:35:57,59.77
06/09/2024 05:35:54,59.67
06/09/2024 04:35:50,59.56
06/09/2024 03:35:47,59.45
06/09/2024 02:35:43,59.56
06/09/2024 01:35:39,59.45
06/09/2024 00:35:36,59.56
06/08/2024 23:35:32,59.32
06/08/2024 22:35:29,60.80
06/08/2024 21:35:26,64.17
06/08/2024 21:31:55,60.35
06/08/2024 20:31:52,59.67
06/08/2024 19:31:48,59.67
06/08/2024 18:31:44,59.67
06/08/2024 17:31:41,59.67
06/08/2024 16:31:37,59.67
06/08/2024 15:31:32,59.56
06/08/2024 14:31:28,59.77
06/08/2024 13:31:25,59.67
06/08/2024 12:39:23,59.32
06/08/2024 11:42:37,58.87
06/08/2024 10:42:34,59.00
06/08/2024 09:42:30,59.32
06/08/2024 08:42:27,59.32
06/08/2024 07:42:23,59.45
06/08/2024 06:42:20,59.56
06/08/2024 05:42:16,59.32
06/08/2024 04:42:13,59.56
06/08/2024 03:42:09,59.45
06/08/2024 02:42:05,59.56
06/08/2024 01:42:02,59.45
06/08/2024 00:41:58,59.32
